bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number
TCGA-B6-A0WZ-01A	TCGA-B6-A0WZ-01A-11D	1.85	23.82	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0WZ-01A	TCGA-B6-A0WZ-01A-11R	1.75	16.24	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0WZ-10A	TCGA-B6-A0WZ-10A-01D	2.08	24.96	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X0-01A	TCGA-B6-A0X0-01A-21D	1.94	51.91	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X0-01A	TCGA-B6-A0X0-01A-21R	1.81	42.86	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X0-10A	TCGA-B6-A0X0-10A-01D	1.92	35.48	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X1-01A	TCGA-B6-A0X1-01A-11D	1.91	59.20	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X1-01A	TCGA-B6-A0X1-01A-11R	1.81	81.13	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X1-10A	TCGA-B6-A0X1-10A-01D	1.78	25.62	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X4-01A	TCGA-B6-A0X4-01A-11D	2.08	65.55	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X4-01A	TCGA-B6-A0X4-01A-11R	1.89	70.34	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X4-10A	TCGA-B6-A0X4-10A-01D	1.97	56.99	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X5-01A	TCGA-B6-A0X5-01A-21D	1.97	80.06	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X5-01A	TCGA-B6-A0X5-01A-21R	1.79	48.14	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X5-10A	TCGA-B6-A0X5-10A-01D	1.91	49.14	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X7-01A	TCGA-B6-A0X7-01A-11D	1.95	23.09	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X7-01A	TCGA-B6-A0X7-01A-11R	1.29	13.54	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-B6-A0X7-10A	TCGA-B6-A0X7-10A-01D	2.00	18.37	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AU-01A	TCGA-BH-A0AU-01A-11D	2.05	20.75	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AU-01A	TCGA-BH-A0AU-01A-11R	1.74	28.45	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AU-11A	TCGA-BH-A0AU-11A-11D	1.97	47.45	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AU-11A	TCGA-BH-A0AU-11A-11R	1.82	18.97	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AV-01A	TCGA-BH-A0AV-01A-31D	1.86	26.91	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AV-01A	TCGA-BH-A0AV-01A-31R	1.81	29.78	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AV-10A	TCGA-BH-A0AV-10A-01D	1.92	7.45	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AW-01A	TCGA-BH-A0AW-01A-11D	1.98	28.91	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AW-01A	TCGA-BH-A0AW-01A-11R	1.85	15.05	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AW-10A	TCGA-BH-A0AW-10A-01D	2.06	6.91	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AY-01A	TCGA-BH-A0AY-01A-21D	1.95	27.81	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AY-01A	TCGA-BH-A0AY-01A-21R	1.84	8.10	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AY-10A	TCGA-BH-A0AY-10A-01D	1.92	8.52	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AY-11A	TCGA-BH-A0AY-11A-23D	1.98	19.43	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AY-11A	TCGA-BH-A0AY-11A-23R	1.89	10.02	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AZ-01A	TCGA-BH-A0AZ-01A-21D	1.97	28.49	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AZ-01A	TCGA-BH-A0AZ-01A-21R	1.72	39.73	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AZ-11A	TCGA-BH-A0AZ-11A-22D	1.77	55.11	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0AZ-11A	TCGA-BH-A0AZ-11A-22R	1.85	55.45	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B0-01A	TCGA-BH-A0B0-01A-21D	2.00	11.86	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B0-01A	TCGA-BH-A0B0-01A-21R	1.80	7.94	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B0-10A	TCGA-BH-A0B0-10A-01D	1.84	6.48	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B1-01A	TCGA-BH-A0B1-01A-12D	2.00	12.05	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B1-01A	TCGA-BH-A0B1-01A-12R	1.85	13.64	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B1-10A	TCGA-BH-A0B1-10A-01D	1.90	12.62	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B2-01A	TCGA-BH-A0B2-01A-11D	1.95	37.94	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B2-01A	TCGA-BH-A0B2-01A-11R	1.75	21.98	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B2-10A	TCGA-BH-A0B2-10A-01D	1.92	26.35	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B2-11A	TCGA-BH-A0B2-11A-11D	1.91	23.45	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B2-11A	TCGA-BH-A0B2-11A-11R	1.77	23.40	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B3-01A	TCGA-BH-A0B3-01A-11D	1.90	52.29	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B3-01A	TCGA-BH-A0B3-01A-11R	1.93	37.54	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B3-10A	TCGA-BH-A0B3-10A-01D	1.94	16.52	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B3-11B	TCGA-BH-A0B3-11B-21D	2.00	47.07	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B3-11B	TCGA-BH-A0B3-11B-21R	1.88	15.82	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B4-01A	TCGA-BH-A0B4-01A-11D	1.92	28.97	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B4-01A	TCGA-BH-A0B4-01A-11R	1.78	18.95	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B4-10A	TCGA-BH-A0B4-10A-01D	1.93	18.64	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B5-01A	TCGA-BH-A0B5-01A-11D	1.98	55.13	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B5-01A	TCGA-BH-A0B5-01A-11R	1.90	30.56	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B5-11A	TCGA-BH-A0B5-11A-23D	1.91	10.58	DNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B5-11A	TCGA-BH-A0B5-11A-23R	1.81	7.65	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B7-01A	TCGA-BH-A0B7-01A-12D	2.03	17.39	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B7-01A	TCGA-BH-A0B7-01A-12R	1.86	10.34	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B7-10A	TCGA-BH-A0B7-10A-01D	1.85	15.86	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B7-11A	TCGA-BH-A0B7-11A-34D	1.90	67.39	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B7-11A	TCGA-BH-A0B7-11A-34R	1.79	45.60	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B8-01A	TCGA-BH-A0B8-01A-21D	2.08	33.05	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B8-01A	TCGA-BH-A0B8-01A-21R	1.80	12.51	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B8-10A	TCGA-BH-A0B8-10A-01D	1.90	8.88	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B8-11A	TCGA-BH-A0B8-11A-41D	2.10	7.80	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B8-11A	TCGA-BH-A0B8-11A-41R	1.86	4.47	RNA	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B9-01A	TCGA-BH-A0B9-01A-11D	1.97	73.41	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B9-01A	TCGA-BH-A0B9-01A-11R	1.82	47.93	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0B9-10A	TCGA-BH-A0B9-10A-01D	1.90	31.27	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BA-01A	TCGA-BH-A0BA-01A-11D	1.92	20.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BA-01A	TCGA-BH-A0BA-01A-11R	1.77	24.17	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BA-10A	TCGA-BH-A0BA-10A-01D	1.92	22.36	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BA-11A	TCGA-BH-A0BA-11A-22D	1.84	15.44	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BA-11A	TCGA-BH-A0BA-11A-22R	0.75	149.37	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BC-01A	TCGA-BH-A0BC-01A-22D	2.05	19.94	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BC-01A	TCGA-BH-A0BC-01A-22R	1.82	12.45	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BC-10A	TCGA-BH-A0BC-10A-01D	1.97	10.24	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BC-11A	TCGA-BH-A0BC-11A-22D	2.24	16.27	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BC-11A	TCGA-BH-A0BC-11A-22R	1.73	8.31	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BD-01A	TCGA-BH-A0BD-01A-11D	1.97	31.11	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BD-01A	TCGA-BH-A0BD-01A-11R	1.96	15.68	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BD-10A	TCGA-BH-A0BD-10A-01D	1.95	7.10	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BF-01A	TCGA-BH-A0BF-01A-21D	1.93	69.63	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BF-01A	TCGA-BH-A0BF-01A-21R	1.85	52.67	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BF-11A	TCGA-BH-A0BF-11A-31D	1.97	19.35	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BG-01A	TCGA-BH-A0BG-01A-11D	1.97	40.02	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BG-01A	TCGA-BH-A0BG-01A-11R	1.81	24.52	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BG-10A	TCGA-BH-A0BG-10A-01D	1.90	14.40	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BJ-01A	TCGA-BH-A0BJ-01A-11D	1.88	23.52	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BJ-01A	TCGA-BH-A0BJ-01A-11R	1.77	13.01	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BJ-10A	TCGA-BH-A0BJ-10A-01D	1.90	11.40	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BJ-11A	TCGA-BH-A0BJ-11A-23D	1.83	13.95	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BJ-11A	TCGA-BH-A0BJ-11A-23R	1.85	18.59	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BL-01A	TCGA-BH-A0BL-01A-11D	2.17	39.16	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BL-01A	TCGA-BH-A0BL-01A-11R	1.70	24.64	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BL-10A	TCGA-BH-A0BL-10A-01D	1.95	13.82	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BL-11A	TCGA-BH-A0BL-11A-12D	1.97	10.47	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BM-01A	TCGA-BH-A0BM-01A-11D	1.90	18.62	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BM-01A	TCGA-BH-A0BM-01A-11R	1.76	7.56	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BM-10A	TCGA-BH-A0BM-10A-01D	1.92	10.80	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BM-11A	TCGA-BH-A0BM-11A-12D	2.13	8.84	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BM-11A	TCGA-BH-A0BM-11A-12R	1.69	5.68	RNA	0.11	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BO-01A	TCGA-BH-A0BO-01A-23D	2.00	16.65	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BO-01A	TCGA-BH-A0BO-01A-23R	1.94	7.55	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BO-10A	TCGA-BH-A0BO-10A-01D	1.88	20.85	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BO-11A	TCGA-BH-A0BO-11A-11D	1.93	10.62	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BP-01A	TCGA-BH-A0BP-01A-11D	2.00	22.01	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BP-01A	TCGA-BH-A0BP-01A-11R	1.84	9.63	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BP-10A	TCGA-BH-A0BP-10A-01D	1.89	19.59	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BQ-01A	TCGA-BH-A0BQ-01A-21D	1.84	24.34	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BQ-01A	TCGA-BH-A0BQ-01A-21R	1.82	17.76	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BQ-10A	TCGA-BH-A0BQ-10A-01D	1.81	14.82	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BQ-11A	TCGA-BH-A0BQ-11A-33D	2.11	41.44	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BQ-11A	TCGA-BH-A0BQ-11A-33R	0.38	101.53	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BR-01A	TCGA-BH-A0BR-01A-21D	2.00	42.34	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BR-01A	TCGA-BH-A0BR-01A-21R	1.88	36.80	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BR-10A	TCGA-BH-A0BR-10A-01D	1.98	7.14	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BS-01A	TCGA-BH-A0BS-01A-11D	1.90	23.50	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BS-01A	TCGA-BH-A0BS-01A-11R	1.81	12.25	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BS-11A	TCGA-BH-A0BS-11A-11D	1.97	23.10	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BS-11A	TCGA-BH-A0BS-11A-11R	1.75	7.66	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BT-01A	TCGA-BH-A0BT-01A-11D	1.93	52.95	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BT-01A	TCGA-BH-A0BT-01A-11R	1.82	33.14	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BT-11A	TCGA-BH-A0BT-11A-21D	1.87	39.31	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BT-11A	TCGA-BH-A0BT-11A-21R	1.70	11.97	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BV-01A	TCGA-BH-A0BV-01A-11D	1.93	53.90	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BV-01A	TCGA-BH-A0BV-01A-11R	1.76	24.00	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BV-10A	TCGA-BH-A0BV-10A-01D	2.00	24.32	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BV-11A	TCGA-BH-A0BV-11A-31D	2.00	28.73	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BV-11A	TCGA-BH-A0BV-11A-31R	1.88	23.12	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BW-01A	TCGA-BH-A0BW-01A-11D	1.91	58.65	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BW-01A	TCGA-BH-A0BW-01A-11R	1.87	59.97	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BW-10A	TCGA-BH-A0BW-10A-01D	1.86	14.07	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BW-11A	TCGA-BH-A0BW-11A-12D	2.17	55.79	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BW-11A	TCGA-BH-A0BW-11A-12R	1.83	63.38	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BZ-01A	TCGA-BH-A0BZ-01A-31D	1.98	44.16	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BZ-01A	TCGA-BH-A0BZ-01A-31R	1.85	19.27	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BZ-11A	TCGA-BH-A0BZ-11A-61D	2.03	28.46	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0BZ-11A	TCGA-BH-A0BZ-11A-61R	1.96	21.86	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C0-01A	TCGA-BH-A0C0-01A-21D	2.05	93.28	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C0-01A	TCGA-BH-A0C0-01A-21R	2.14	60.65	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C0-10A	TCGA-BH-A0C0-10A-01D	2.06	10.88	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C0-11A	TCGA-BH-A0C0-11A-21D	2.05	25.44	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C0-11A	TCGA-BH-A0C0-11A-21R	1.75	22.56	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C1-01B	TCGA-BH-A0C1-01B-11D	1.85	14.14	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C1-01B	TCGA-BH-A0C1-01B-11R	1.78	13.10	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C1-10A	TCGA-BH-A0C1-10A-01D	1.98	9.38	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C3-01A	TCGA-BH-A0C3-01A-21D	2.29	19.71	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C3-01A	TCGA-BH-A0C3-01A-21R	1.85	17.30	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C3-11A	TCGA-BH-A0C3-11A-23D	1.98	63.99	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C3-11A	TCGA-BH-A0C3-11A-23R	1.83	40.77	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C7-01B	TCGA-BH-A0C7-01B-11D	1.93	35.71	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C7-01B	TCGA-BH-A0C7-01B-11R	2.02	31.67	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0C7-10A	TCGA-BH-A0C7-10A-01D	2.00	8.58	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0DD-01A	TCGA-BH-A0DD-01A-31D	1.98	95.38	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0DD-01A	TCGA-BH-A0DD-01A-31R	1.83	69.59	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0DD-11A	TCGA-BH-A0DD-11A-23D	1.98	8.30	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0DD-11A	TCGA-BH-A0DD-11A-23R	1.83	11.80	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0DE-01A	TCGA-BH-A0DE-01A-11D	1.98	29.05	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0DE-01A	TCGA-BH-A0DE-01A-11R	1.73	9.94	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0DE-10A	TCGA-BH-A0DE-10A-02D	1.95	10.51	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0DE-11A	TCGA-BH-A0DE-11A-23D	2.08	8.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0DG-01A	TCGA-BH-A0DG-01A-21D	1.86	34.01	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
